Date,XU100.IS,XU100
2016-12-08,759.2890014648438,
2016-12-09,757.2689819335938,
2016-12-12,762.3919677734375,
2016-12-13,769.9489135742188,
2016-12-14,768.804931640625,
2016-12-15,776.7818603515625,
2016-12-16,775.8928833007812,
2016-12-19,771.5739135742188,
2016-12-20,778.0748291015625,
2016-12-21,776.19091796875,
2016-12-22,774.0429077148438,
2016-12-23,769.7178955078125,
2016-12-26,770.2808837890625,
2016-12-27,766.9899291992188,
2016-12-28,775.472900390625,
2016-12-29,778.3548583984375,
2016-12-30,781.3828735351562,
2017-01-02,777.5408325195312,
2017-01-03,766.1779174804688,
2017-01-04,761.4319458007812,
2017-01-05,763.8589477539062,
2017-01-06,771.0618896484375,
2017-01-09,773.9398803710938,
2017-01-10,773.9329223632812,
2017-01-11,776.661865234375,
2017-01-12,808.9057006835938,
2017-01-13,815.2386474609375,
2017-01-16,817.1126708984375,
2017-01-17,823.6235961914062,
2017-01-18,827.7886352539062,
2017-01-19,822.9985961914062,
2017-01-20,830.6676025390625,
2017-01-23,830.4736328125,
2017-01-24,842.0745239257812,
2017-01-25,831.2786254882812,
2017-01-26,838.2605590820312,
2017-01-27,838.26953125,
2017-01-30,862.3704223632812,
2017-01-31,862.952392578125,
2017-02-01,868.4754028320312,
2017-02-02,873.9373779296875,
2017-02-03,883.8903198242188,
2017-02-06,873.5743408203125,
2017-02-07,874.7623901367188,
2017-02-08,882.486328125,
2017-02-09,888.2973022460938,
2017-02-10,874.7283325195312,
2017-02-13,885.7783203125,
2017-02-14,880.8173217773438,
2017-02-15,878.8153686523438,
2017-02-16,881.8643188476562,
2017-02-17,888.29931640625,
2017-02-20,885.872314453125,
2017-02-21,889.6463012695312,
2017-02-22,885.3082885742188,
2017-02-23,891.3792724609375,
2017-02-24,882.580322265625,
2017-02-27,877.6493530273438,
2017-02-28,874.7783813476562,
2017-03-01,893.1982421875,
2017-03-02,899.334228515625,
2017-03-03,897.2162475585938,
2017-03-06,910.4451904296876,
2017-03-07,908.1311645507812,
2017-03-08,894.84423828125,
2017-03-09,890.0213012695312,
2017-03-10,896.1092529296875,
2017-03-13,894.292236328125,
2017-03-14,891.3602905273438,
2017-03-15,894.4512329101562,
2017-03-16,902.67822265625,
2017-03-17,904.9091796875,
2017-03-20,909.0161743164062,
2017-03-21,906.0601806640624,
2017-03-22,898.0862426757812,
2017-03-23,897.63623046875,
2017-03-24,903.8222045898438,
2017-03-27,896.9462280273438,
2017-03-28,901.812255859375,
2017-03-29,892.6922607421875,
2017-03-30,892.8182373046875,
2017-03-31,889.4692993164062,
2017-04-03,886.6903076171875,
2017-04-04,886.1212768554688,
2017-04-05,890.3703002929688,
2017-04-06,886.7852783203125,
2017-04-07,884.9683227539062,
2017-04-10,912.4002075195312,
2017-04-11,909.0401611328124,
2017-04-12,909.5171508789062,
2017-04-13,898.7022094726562,
2017-04-14,900.6322631835938,
2017-04-17,906.533203125,
2017-04-18,913.733154296875,
2017-04-19,908.0361938476562,
2017-04-20,920.3890991210938,
2017-04-21,924.234130859375,
2017-04-24,938.0230102539062,
2017-04-25,946.343994140625,
2017-04-26,945.218017578125,
2017-04-27,942.8200073242188,
2017-04-28,946.5479736328124,
2017-05-02,943.5540161132812,
2017-05-03,938.6220092773438,
2017-05-04,930.3800659179688,
2017-05-05,939.2789916992188,
2017-05-08,938.322021484375,
2017-05-09,953.2289428710938,
2017-05-10,961.9368896484376,
2017-05-11,951.1359252929688,
2017-05-12,949.9589233398438,
2017-05-15,955.8729248046876,
2017-05-16,961.60986328125,
2017-05-17,957.2449340820312,
2017-05-18,951.4679565429688,
2017-05-22,963.994873046875,
2017-05-23,977.1697998046876,
2017-05-24,983.1328125,
2017-05-25,977.1238403320312,
2017-05-26,975.3278198242188,
2017-05-29,977.2548217773438,
2017-05-30,973.4708251953124,
2017-05-31,975.4108276367188,
2017-06-01,973.65283203125,
2017-06-02,988.6737670898438,
2017-06-05,981.914794921875,
2017-06-06,983.309814453125,
2017-06-07,976.1597900390624,
2017-06-08,979.7698364257812,
2017-06-09,989.4237670898438,
2017-06-12,994.415771484375,
2017-06-13,992.9917602539062,
2017-06-14,996.357666015625,
2017-06-15,987.36474609375,
2017-06-16,981.9208374023438,
2017-06-19,993.3157348632812,
2017-06-20,992.687744140625,
2017-06-21,993.895751953125,
2017-06-22,1000.7166748046876,
2017-06-23,996.3817138671876,
2017-06-28,1006.1716918945312,
2017-06-29,1001.897705078125,
2017-06-30,1004.398681640625,
2017-07-03,1005.2177124023438,
2017-07-04,1012.0726318359376,
2017-07-05,1007.4396362304688,
2017-07-06,1006.2647094726562,
2017-07-07,1000.8386840820312,
2017-07-10,1010.9666137695312,
2017-07-11,1031.820556640625,
2017-07-12,1038.092529296875,
2017-07-13,1042.0965576171875,
2017-07-14,1051.7513427734375,
2017-07-17,1062.1644287109375,
2017-07-18,1057.1773681640625,
2017-07-19,1074.1693115234375,
2017-07-20,1067.350341796875,
2017-07-21,1068.42236328125,
2017-07-24,1067.099365234375,
2017-07-25,1070.4012451171875,
2017-07-26,1072.0562744140625,
2017-07-27,1083.9112548828125,
2017-07-28,1076.9912109375,
2017-07-31,1075.3082275390625,
2017-08-01,1061.4683837890625,
2017-08-02,1065.2484130859375,
2017-08-03,1071.5322265625,
2017-08-04,1085.447265625,
2017-08-07,1097.80517578125,
2017-08-08,1096.3851318359375,
2017-08-09,1087.1402587890625,
2017-08-10,1077.998291015625,
2017-08-11,1069.6253662109375,
2017-08-14,1095.3681640625,
2017-08-15,1069.12744140625,
2017-08-16,1068.6143798828125,
2017-08-17,1068.2474365234375,
2017-08-18,1072.018310546875,
2017-08-21,1086.143310546875,
2017-08-22,1085.939208984375,
2017-08-23,1089.521240234375,
2017-08-24,1091.533203125,
2017-08-25,1097.545166015625,
2017-08-28,1103.3941650390625,
2017-08-29,1104.22509765625,
2017-08-31,1100.09912109375,
2017-09-05,1088.7242431640625,
2017-09-06,1096.1121826171875,
2017-09-07,1097.4241943359375,
2017-09-08,1084.51123046875,
2017-09-11,1094.5740966796875,
2017-09-12,1091.291259765625,
2017-09-13,1081.54931640625,
2017-09-14,1082.436279296875,
2017-09-15,1077.4112548828125,
2017-09-18,1065.34033203125,
2017-09-19,1049.17236328125,
2017-09-20,1053.2314453125,
2017-09-21,1040.0064697265625,
2017-09-22,1041.2235107421875,
2017-09-25,1022.6965942382812,
2017-09-26,1039.2874755859375,
2017-09-27,1012.1776123046876,
2017-09-28,1026.5054931640625,
2017-09-29,1029.071533203125,
2017-10-02,1039.301513671875,
2017-10-03,1039.070556640625,
2017-10-04,1045.4735107421875,
2017-10-05,1043.3375244140625,
2017-10-06,1041.3695068359375,
2017-10-09,1012.974609375,
2017-10-10,1033.9344482421875,
2017-10-11,1038.154541015625,
2017-10-12,1059.3173828125,
2017-10-13,1062.2513427734375,
2017-10-16,1064.7393798828125,
2017-10-17,1069.9034423828125,
2017-10-18,1069.2584228515625,
2017-10-19,1084.330322265625,
2017-10-20,1084.8812255859375,
2017-10-23,1073.0272216796875,
2017-10-24,1072.0572509765625,
2017-10-25,1083.542236328125,
2017-10-26,1073.34228515625,
2017-10-27,1078.834228515625,
2017-10-30,1084.6622314453125,
2017-10-31,1101.420166015625,
2017-11-01,1130.237060546875,
2017-11-02,1129.9429931640625,
2017-11-03,1112.922119140625,
2017-11-06,1141.65087890625,
2017-11-07,1122.7130126953125,
2017-11-08,1118.93896484375,
2017-11-09,1102.4591064453125,
2017-11-10,1089.48828125,
2017-11-13,1088.5902099609375,
2017-11-14,1101.4791259765625,
2017-11-15,1077.1593017578125,
2017-11-16,1069.7613525390625,
2017-11-17,1062.389404296875,
2017-11-20,1039.113525390625,
2017-11-21,1052.67236328125,
2017-11-22,1059.63037109375,
2017-11-23,1050.25537109375,
2017-11-24,1045.3885498046875,
2017-11-27,1047.5914306640625,
2017-11-28,1020.674560546875,
2017-11-29,1023.41259765625,
2017-11-30,1039.8385009765625,
2017-12-01,1035.58447265625,
2017-12-04,1052.1434326171875,
2017-12-05,1062.5943603515625,
2017-12-06,1053.0333251953125,
2017-12-07,1064.4693603515625,
2017-12-08,1079.207275390625,
2017-12-11,1091.5592041015625,
2017-12-12,1090.4892578125,
2017-12-13,1081.5262451171875,
2017-12-14,1096.6580810546875,
2017-12-15,1093.296142578125,
2017-12-18,1102.47314453125,
2017-12-19,1101.76513671875,
2017-12-20,1104.5411376953125,
2017-12-21,1112.714111328125,
2017-12-22,1110.9891357421875,
2017-12-26,1120.06103515625,
2017-12-27,1121.490966796875,
2017-12-28,1144.7989501953125,
2017-12-29,1153.3238525390625,
2018-01-02,1175.2357177734375,
2018-01-03,1160.515869140625,
2018-01-04,1154.9058837890625,
2018-01-05,1166.372802734375,
2018-01-08,1163.038818359375,
2018-01-09,1150.221923828125,
2018-01-10,1135.8890380859375,
2018-01-11,1147.181884765625,
2018-01-12,1146.43994140625,
2018-01-15,1121.5860595703125,
2018-01-16,1144.1778564453125,
2018-01-17,1165.9188232421875,
2018-01-18,1168.5538330078125,
2018-01-19,1151.46484375,
2018-01-22,1172.3487548828125,
2018-01-23,1183.9947509765625,
2018-01-24,1196.4776611328125,
2018-01-25,1186.03466796875,
2018-01-26,1207.0126953125,
2018-01-29,1208.446533203125,
2018-01-30,1193.024658203125,
2018-01-31,1195.2816162109375,
2018-02-01,1190.4376220703125,
2018-02-02,1181.187744140625,
2018-02-05,1168.520751953125,
2018-02-06,1154.56689453125,
2018-02-07,1155.6959228515625,
2018-02-08,1142.62890625,
2018-02-09,1135.89697265625,
2018-02-12,1148.2098388671875,
2018-02-13,1144.9388427734375,
2018-02-14,1134.5440673828125,
2018-02-15,1162.249755859375,
2018-02-16,1165.103759765625,
2018-02-19,1158.8138427734375,
2018-02-20,1134.322998046875,
2018-02-21,1163.15380859375,
2018-02-22,1168.40283203125,
2018-02-23,1175.208740234375,
2018-02-26,1187.91259765625,
2018-02-27,1188.3096923828125,
2018-02-28,1189.501708984375,
2018-03-01,1176.3148193359375,
2018-03-02,1168.5858154296875,
2018-03-05,1169.455810546875,
2018-03-06,1167.0927734375,
2018-03-07,1168.417724609375,
2018-03-08,1165.664794921875,
2018-03-09,1169.1387939453125,
2018-03-12,1184.1077880859375,
2018-03-13,1182.6627197265625,
2018-03-14,1175.9207763671875,
2018-03-15,1172.0087890625,
2018-03-16,1172.15673828125,
2018-03-19,1154.4969482421875,
2018-03-20,1164.311767578125,
2018-03-21,1176.5067138671875,
2018-03-22,1171.0968017578125,
2018-03-23,1166.021728515625,
2018-03-26,1164.19677734375,
2018-03-27,1161.9588623046875,
2018-03-28,1141.286865234375,
2018-03-29,1148.43994140625,
2018-03-30,1149.2958984375,
2018-04-02,1144.4149169921875,
2018-04-03,1145.9349365234375,
2018-04-04,1139.7498779296875,
2018-04-05,1149.4698486328125,
2018-04-06,1147.368896484375,
2018-04-09,1131.5550537109375,
2018-04-10,1107.12109375,
2018-04-11,1092.5262451171875,
2018-04-12,1102.34814453125,
2018-04-13,1096.0341796875,
2018-04-16,1106.87109375,
2018-04-17,1087.4422607421875,
2018-04-18,1120.9840087890625,
2018-04-19,1121.216064453125,
2018-04-20,1109.319091796875,
2018-04-24,1100.5802001953125,
2018-04-25,1074.00830078125,
2018-04-26,1070.145263671875,
2018-04-27,1076.13720703125,
2018-04-30,1042.822509765625,
2018-05-02,1047.2513427734375,
2018-05-03,1029.08544921875,
2018-05-04,1025.9864501953125,
2018-05-07,1008.6566162109376,
2018-05-08,993.6327514648438,
2018-05-09,1007.8006591796876,
2018-05-10,1023.8015747070312,
2018-05-11,1018.5195922851562,
2018-05-14,1033.698486328125,
2018-05-15,1015.3986206054688,
2018-05-16,1021.5735473632812,
2018-05-17,1018.6885375976562,
2018-05-18,1024.0975341796875,
2018-05-21,1022.5715942382812,
2018-05-22,1033.271484375,
2018-05-23,1018.9115600585938,
2018-05-24,1011.3756103515624,
2018-05-25,1031.9954833984375,
2018-05-28,1065.2474365234375,
2018-05-29,1051.12841796875,
2018-05-30,1038.6844482421875,
2018-05-31,1006.5177001953124,
2018-06-01,991.7067260742188,
2018-06-04,992.4927368164062,
2018-06-05,978.226806640625,
2018-06-06,966.5718994140624,
2018-06-07,986.2317504882812,
2018-06-08,958.751953125,
2018-06-11,966.60888671875,
2018-06-12,953.06494140625,
2018-06-13,935.0430297851562,
2018-06-14,945.4030151367188,
2018-06-18,930.4280395507812,
2018-06-19,944.364013671875,
2018-06-20,945.5139770507812,
2018-06-21,950.5669555664062,
2018-06-22,958.5159301757812,
2018-06-25,940.0780029296876,
2018-06-26,944.0769653320312,
2018-06-27,959.5429077148438,
2018-06-28,962.264892578125,
2018-06-29,965.1958618164062,
2018-07-02,967.7298583984376,
2018-07-03,965.8768920898438,
2018-07-04,972.2958374023438,
2018-07-05,990.9647216796876,
2018-07-06,987.333740234375,
2018-07-09,992.5227661132812,
2018-07-10,962.7418823242188,
2018-07-11,912.8901977539062,
2018-07-12,895.708251953125,
2018-07-13,898.9722290039062,
2018-07-16,897.4352416992188,
2018-07-17,916.2911376953124,
2018-07-18,923.215087890625,
2018-07-19,930.0240478515624,
2018-07-20,940.8179931640624,
2018-07-23,953.0469360351562,
2018-07-24,921.3331298828124,
2018-07-25,953.680908203125,
2018-07-26,948.16796875,
2018-07-27,955.8429565429688,
2018-07-30,961.5718994140624,
2018-07-31,969.516845703125,
2018-08-01,972.1008911132812,
2018-08-02,945.427978515625,
2018-08-03,956.0999145507812,
2018-08-06,941.7349853515624,
2018-08-07,961.6048583984376,
2018-08-08,969.73388671875,
2018-08-09,971.8458862304688,
2018-08-10,949.3909301757812,
2018-08-13,926.841064453125,
2018-08-14,934.1820678710938,
2018-08-15,902.625244140625,
2018-08-16,871.4273681640625,
2018-08-17,887.3433227539062,
2018-08-20,901.855224609375,
2018-08-27,912.835205078125,
2018-08-28,938.6640014648438,
2018-08-29,932.8020629882812,
2018-08-31,927.2290649414062,
2018-09-03,939.1510009765624,
2018-09-04,931.8880615234376,
2018-09-05,927.905029296875,
2018-09-06,927.6280517578124,
2018-09-07,932.737060546875,
2018-09-10,916.9780883789062,
2018-09-11,923.8861083984376,
2018-09-12,922.2691040039062,
2018-09-13,944.18701171875,
2018-09-14,947.5910034179688,
2018-09-17,943.4719848632812,
2018-09-18,948.864013671875,
2018-09-19,966.0328979492188,
2018-09-20,961.2058715820312,
2018-09-21,979.8768310546876,
2018-09-24,995.4686889648438,
2018-09-25,992.9197387695312,
2018-09-26,991.4837646484376,
2018-09-27,1002.981689453125,
2018-09-28,999.5636596679688,
2018-10-01,985.3667602539062,
2018-10-02,981.601806640625,
2018-10-03,971.8739013671876,
2018-10-04,944.9630126953124,
2018-10-05,948.8300170898438,
2018-10-08,960.8678588867188,
2018-10-09,967.3128662109376,
2018-10-10,944.4019775390624,
2018-10-11,947.469970703125,
2018-10-12,966.56884765625,
2018-10-15,986.3077392578124,
2018-10-16,984.6587524414062,
2018-10-17,989.9047241210938,
2018-10-18,974.5347900390624,
2018-10-19,964.5408935546876,
2018-10-22,946.81201171875,
2018-10-23,934.68505859375,
2018-10-24,926.9170532226562,
2018-10-25,937.4720458984376,
2018-10-26,905.41015625,
2018-10-30,899.9942626953125,
2018-10-31,902.0022583007812,
2018-11-01,923.869140625,
2018-11-02,941.2249755859376,
2018-11-05,959.471923828125,
2018-11-06,947.27197265625,
2018-11-07,954.9279174804688,
2018-11-08,935.0570678710938,
2018-11-09,928.3870849609376,
2018-11-12,914.4481811523438,
2018-11-13,927.0810546875,
2018-11-14,932.8670654296876,
2018-11-15,932.9630737304688,
2018-11-16,936.1600341796876,
2018-11-19,945.7039794921876,
2018-11-20,916.859130859375,
2018-11-21,927.0750732421876,
2018-11-22,926.2830810546876,
2018-11-23,930.028076171875,
2018-11-26,939.6190185546876,
2018-11-27,935.1650390625,
2018-11-28,940.7050170898438,
2018-11-29,951.2509155273438,
2018-11-30,954.1549072265624,
2018-12-03,949.7399291992188,
2018-12-04,938.7999877929688,
2018-12-05,939.697021484375,
2018-12-06,928.26806640625,
2018-12-07,936.9900512695312,
2018-12-10,922.2681274414062,
2018-12-11,918.0040893554688,
2018-12-12,900.5062255859375,
2018-12-13,913.8601684570312,
2018-12-14,905.2811889648438,
2018-12-17,899.6142578125,
2018-12-18,910.7362060546876,
2018-12-19,925.5220947265624,
2018-12-20,918.5361328125,
2018-12-21,918.6030883789062,
2018-12-24,915.2640991210938,
2018-12-26,910.0171508789062,
2018-12-27,909.7431640625,
2018-12-28,904.3482055664062,
2018-12-31,912.7001953125,
2019-01-02,888.6453247070312,
2019-01-03,873.9853515625,
2019-01-04,888.3032836914062,
2019-01-07,899.5062255859375,
2019-01-08,906.9651489257812,
2019-01-09,911.5641479492188,
2019-01-10,911.9581909179688,
2019-01-11,916.8651123046876,
2019-01-14,920.5331420898438,
2019-01-15,931.72802734375,
2019-01-16,954.1099243164062,
2019-01-17,968.1688842773438,
2019-01-18,984.5437622070312,
2019-01-21,979.5468139648438,
2019-01-22,996.7656860351562,
2019-01-23,1001.4046630859376,
2019-01-24,1017.7376098632812,
2019-01-25,1018.0086059570312,
2019-01-28,1012.8926391601562,
2019-01-29,1040.978515625,
2019-01-30,1041.8895263671875,
2019-01-31,1040.7364501953125,
2019-02-01,1029.365478515625,
2019-02-04,1022.5445556640624,
2019-02-05,1024.478515625,
2019-02-06,1025.8375244140625,
2019-02-07,1027.83447265625,
2019-02-08,1024.511474609375,
2019-02-11,1043.9415283203125,
2019-02-12,1037.6195068359375,
2019-02-13,1016.45263671875,
2019-02-14,1021.2945556640624,
2019-02-15,1027.14453125,
2019-02-18,1017.2796020507812,
2019-02-19,1017.4156494140624,
2019-02-20,1019.7075805664062,
2019-02-21,1024.9344482421875,
2019-02-22,1031.8515625,
2019-02-25,1043.2955322265625,
2019-02-26,1050.8173828125,
2019-02-27,1041.404541015625,
2019-02-28,1045.29345703125,
2019-03-01,1032.6605224609375,
2019-03-04,1041.927490234375,
2019-03-05,1037.300537109375,
2019-03-06,1034.5235595703125,
2019-03-07,1022.8215942382812,
2019-03-08,1015.3776245117188,
2019-03-11,1008.4986572265624,
2019-03-12,1017.2056274414062,
2019-03-13,1021.9605712890624,
2019-03-14,1024.3175048828125,
2019-03-15,1033.0355224609375,
2019-03-18,1045.9415283203125,
2019-03-19,1048.6103515625,
2019-03-20,1033.0965576171875,
2019-03-21,1034.072509765625,
2019-03-22,998.3477172851562,
2019-03-25,993.2537231445312,
2019-03-26,973.7808227539062,
2019-03-27,918.546142578125,
2019-03-28,921.1981201171876,
2019-03-29,937.8369750976562,
2019-04-01,941.0079956054688,
2019-04-02,935.3260498046876,
2019-04-03,944.406005859375,
2019-04-04,983.3638305664062,
2019-04-05,987.8287353515624,
2019-04-08,969.7778930664062,
2019-04-09,981.3478393554688,
2019-04-10,970.1448974609376,
2019-04-11,960.724853515625,
2019-04-12,959.762939453125,
2019-04-15,951.9119262695312,
2019-04-16,968.0848999023438,
2019-04-17,982.0267944335938,
2019-04-18,968.85986328125,
2019-04-19,968.60888671875,
2019-04-22,959.52294921875,
2019-04-24,961.4168701171876,
2019-04-25,944.97998046875,
2019-04-26,947.8259887695312,
2019-04-29,945.3460083007812,
2019-04-30,954.1509399414062,
2019-05-02,941.7890014648438,
2019-05-03,939.4559936523438,
2019-05-06,929.8180541992188,
2019-05-07,914.8201293945312,
2019-05-08,902.7172241210938,
2019-05-09,886.8543090820312,
2019-05-10,885.3292846679688,
2019-05-13,862.8204345703125,
2019-05-14,880.2243041992188,
2019-05-15,873.7993774414062,
2019-05-16,872.0343627929688,
2019-05-17,867.9564208984375,
2019-05-20,867.71044921875,
2019-05-21,853.0914916992188,
2019-05-22,836.74853515625,
2019-05-23,845.9574584960938,
2019-05-24,860.7184448242188,
2019-05-27,855.449462890625,
2019-05-28,867.7714233398438,
2019-05-29,871.8583374023438,
2019-05-30,900.1112670898438,
2019-05-31,905.8921508789062,
2019-06-03,903.451171875,
2019-06-07,938.0859985351562,
2019-06-10,941.0260009765624,
2019-06-11,928.2510375976562,
